name,position,actual_eur,predicted_eur,abs_error_eur
Jean Pedroso,Defender,1000000.0,953462.7,46537.3125
CJ dos Santos,Goalkeeper,1500000.0,544909.5,955090.5
Gaspar Duarte,Attack,1200000.0,883810.8,316189.1875
Simone Vergassola,Midfield,3500000.0,3.0448505e+06,455149.5
Jaime Romero,Attack,1500000.0,2.3274095e+06,827409.5
Kellian van der Kaap,Defender,1000000.0,185247.55,814752.453125
Florian Escales,Goalkeeper,700000.0,344917.47,355082.53125
George Brislen-Hall,Defender,50000.0,117757.21,67757.2109375
Monday Etim,Attack,550000.0,314358.6,235641.40625
Henoc Mukendi,Attack,50000.0,100519.41,50519.40625
Bradley Locko,Defender,12000000.0,3.0980398e+06,8901960.25
Alberto Pelagotti,Goalkeeper,600000.0,760250.6,160250.625
Serxho Ujka,Midfield,500000.0,908805.75,408805.75
Nicolás Garmendia,Midfield,100000.0,184857.88,84857.875
Ahmed Abdelaal,Midfield,50000.0,73185.94,23185.9375
Abdul Awudu,Midfield,500000.0,400266.75,99733.25
Warren Bondo,Midfield,10000000.0,3.3975862e+06,6602413.75
Russell Dingwall,Midfield,50000.0,93828.36,43828.359375
Giandro Sambo,Attack,75000.0,333580.28,258580.28125
Zeca,Midfield,2500000.0,1.3590128e+07,11090128.0
Rio Omori,Defender,450000.0,250626.64,199373.359375
Moritz-Broni Kwarteng,Midfield,1500000.0,1.1121848e+06,387815.25
Mikhail Yakovlev,Attack,325000.0,192983.72,132016.28125
Jorg Schreuders,Attack,1500000.0,1.3324244e+06,167575.625
Nils Petersen,Attack,12000000.0,7.2842885e+06,4715711.5
Mehdi Cannatov,Goalkeeper,400000.0,206191.33,193808.671875
Eliesse Ben Seghir,Attack,30000000.0,3.1129838e+07,1129838.0
Andriy Lipovuz,Midfield,200000.0,176883.28,23116.71875
Juan María Alcedo,Defender,300000.0,164644.66,135355.34375
Tufan Kelleci,Defender,150000.0,119231.47,30768.53125
Valentín Carboni,Midfield,15000000.0,3.2511982e+06,11748801.75
Renat Sabitov,Defender,1500000.0,763772.25,736227.75
Camilo,Midfield,1500000.0,2.2010645e+06,701064.5
Philippe Ndinga,Defender,200000.0,512059.6,312059.59375
Boban Lazic,Attack,175000.0,263420.88,88420.875
Marco Rente,Defender,1000000.0,1.1773841e+06,177384.125
Aleksandr Marchenko,Defender,250000.0,193598.11,56401.890625
Lapo Carradori,Defender,75000.0,180421.56,105421.5625
Melih Güney,Attack,50000.0,55060.203,5060.203125
Pablo Zeballos,Attack,1000000.0,1.1034308e+06,103430.75
Noor Al-Rashidi,Defender,175000.0,291288.3,116288.3125
Javi Rodríguez,Defender,15000000.0,7.588886e+06,7411114.0
Sezer Badur,Midfield,2200000.0,537829.75,1662170.25
Dmytro Polyuganych,Midfield,100000.0,58162.82,41837.1796875
Abdoul Tapsoba,Attack,1000000.0,1.9649808e+06,964980.75
Ismael Silva,Midfield,3800000.0,2.835556e+06,964444.0
Diego Zivulic,Defender,750000.0,935657.9,185657.875
Lorenzo Silvagni,Defender,75000.0,196844.62,121844.625
Heiko Butscher,Defender,2250000.0,2.2456158e+06,4384.25
Levi Laing,Defender,150000.0,253853.66,103853.65625
Rafail Gioukaris,Midfield,200000.0,250911.95,50911.953125
Gen Shoji,Defender,3800000.0,1.9693444e+06,1830655.625
Christian Saydee,Attack,400000.0,778892.75,378892.75
Ibrahima Sow,Attack,200000.0,154080.97,45919.03125
Niels Martens,Goalkeeper,25000.0,68735.12,43735.1171875
Kosmas Tsilianidis,Attack,700000.0,1.213576e+06,513576.0
Lloyd Dyer,Midfield,1000000.0,878617.2,121382.8125
Gareth McAuley,Defender,1500000.0,4.0449125e+06,2544912.5
Victor Bak,Defender,3000000.0,3.6602275e+06,660227.5
Larsson Coulibaly,Midfield,50000.0,235351.86,185351.859375
Felix Wimmer,Goalkeeper,150000.0,312139.84,162139.84375
Maksim Shnaptsev,Defender,800000.0,898234.06,98234.0625
Ibrahima Konaté,Defender,60000000.0,6.5022004e+07,5022004.0
Alessandro Sorrentino,Goalkeeper,800000.0,852425.94,52425.9375
Joel Fameyeh,Attack,1500000.0,2.9358882e+06,1435888.25
Manu Garrido,Attack,300000.0,480018.06,180018.0625
Souleymane Coulibaly,Attack,800000.0,631677.8,168322.1875
Patryk Malecki,Attack,2500000.0,1.5080546e+06,991945.375
Edoardo Motta,Goalkeeper,4000000.0,949886.75,3050113.25
Leonel Miguel,Defender,200000.0,215322.89,15322.890625
Nathan Zézé,Defender,18000000.0,1.4206734e+06,16579326.625
Matheus Cassini,Midfield,1000000.0,500369.5,499630.5
Noel Törnqvist,Goalkeeper,2000000.0,155809.84,1844190.15625
Nathan Júnior,Attack,1250000.0,1.3883591e+06,138359.125
Maksim Eleev,Defender,300000.0,191818.2,108181.796875
Antón de Vicente,Midfield,300000.0,413472.3,113472.3125
James McGarry,Defender,400000.0,1.2970162e+06,897016.25
Dejan Meleg,Midfield,2000000.0,627038.25,1372961.75
Nicolai Brock-Madsen,Attack,800000.0,1.6488684e+06,848868.375
Gaoussou Traoré,Midfield,600000.0,420680.66,179319.34375
Christos Retsos,Midfield,100000.0,300496.72,200496.71875
Shay Logan,Defender,600000.0,2.2864042e+06,1686404.25
Gonzalo Pereira,Defender,300000.0,278017.06,21982.9375
Jamie Ness,Midfield,750000.0,198035.39,551964.609375
Marvin Pourié,Attack,900000.0,2.1581422e+06,1258142.25
Lucas Robertone,Midfield,8000000.0,4.8937985e+06,3106201.5
Rogers Mato,Attack,700000.0,585248.06,114751.9375
Denis Suárez,Midfield,18000000.0,1.8041534e+07,41534.0
Léandre Kuavita,Midfield,1500000.0,1.568383e+06,68383.0
Amir Arli,Midfield,400000.0,146146.42,253853.578125
Dieudonne Yao,Attack,200000.0,559112.06,359112.0625
Laurenz Dehl,Defender,250000.0,285284.28,35284.28125
Pavlo Kutas,Defender,600000.0,1.8383549e+06,1238354.875
Mikkel Thygesen,Midfield,3000000.0,914877.25,2085122.75
Vadym Milko,Midfield,400000.0,950810.3,550810.3125
Devlet Karatas,Defender,50000.0,83850.484,33850.484375
Razak Boukari,Attack,4200000.0,1.0058796e+06,3194120.375
Shawn Parker,Attack,2500000.0,2.133412e+06,366588.0
Strahinja Tanasijević,Defender,900000.0,889887.6,10112.375
Diego Rolán,Attack,8000000.0,8.084863e+06,84863.0
Ager Aketxe,Midfield,2500000.0,2.9766548e+06,476654.75
Gerso,Attack,1750000.0,2.0631724e+06,313172.375
Birger Verstraete,Midfield,4000000.0,4.681364e+06,681364.0
Krisztián Adorján,Midfield,750000.0,2.3707598e+06,1620759.75
Thiago Cionek,Defender,900000.0,2.5131482e+06,1613148.25
Ilya Belous,Attack,400000.0,156406.69,243593.3125
Adam Bodzek,Midfield,1750000.0,2.3451312e+06,595131.25
Erik Heijblok,Goalkeeper,750000.0,465171.34,284828.65625
Hamari Traoré,Defender,10000000.0,1.5051224e+07,5051224.0
Blessing Eleke,Attack,4000000.0,726762.25,3273237.75
Ismet Lushaku,Midfield,800000.0,748354.06,51645.9375
Kristers Tobers,Defender,1300000.0,481825.12,818174.875
Andraz Kirm,Midfield,2300000.0,1.4951762e+06,804823.75
Joshua Brillante,Midfield,1000000.0,854474.56,145525.4375
Vladimir Korytko,Midfield,2000000.0,1.22656e+06,773440.0
Lorenzo Venuti,Defender,3000000.0,3.2733528e+06,273352.75
Cyriaque Irié,Attack,8000000.0,2.9661898e+06,5033810.25
Andrea Ranocchia,Defender,18000000.0,7.691211e+06,10308789.0
Andreas Dabos,Midfield,150000.0,186829.42,36829.421875
Sergey Kornilenko,Attack,3000000.0,1.7565879e+06,1243412.125
Giannis Georgopoulos,Midfield,250000.0,176496.72,73503.28125
Milan Cerny,Midfield,2300000.0,759912.1,1540087.875
Fernando Cardozo,Attack,3500000.0,1.3754072e+06,2124592.75
Joe Westley,Attack,150000.0,277947.34,127947.34375
Nuno André Coelho,Defender,3500000.0,2.0931979e+06,1406802.125
Gary Cahill,Defender,20000000.0,2.7068728e+07,7068728.0
Ruslan Shapovalov,Midfield,250000.0,181283.06,68716.9375
Atakan Akkaynak,Midfield,450000.0,1.01700794e+06,567007.9375
Nishan Burkart,Attack,1000000.0,2.1884058e+06,1188405.75
Salvatore Esposito,Midfield,3500000.0,1.2092138e+06,2290786.25
Nelson Abbey,Defender,1000000.0,1.437598e+06,437598.0
Aleksandr Ryazantsev,Midfield,6500000.0,5.8964765e+06,603523.5
Jan Bednarek,Defender,25000000.0,1.2229675e+07,12770325.0
Jessy Gálvez López,Attack,600000.0,1.1451225e+06,545122.5
Darwin Quintero,Midfield,4000000.0,1.9883291e+06,2011670.875
Max Clark,Defender,850000.0,1.0119866e+06,161986.625
Gary Hooper,Attack,7000000.0,1.3805537e+07,6805537.0
Majeed Ashimeru,Midfield,3500000.0,4.6635845e+06,1163584.5
Ayron Verkindere,Missing,250000.0,125227.81,124772.1875
Nico Melamed,Attack,7500000.0,2.900937e+06,4599063.0
Hannes Thór Halldórsson,Goalkeeper,500000.0,1.03478256e+06,534782.5625
Georgios Goumagias,Goalkeeper,350000.0,562653.6,212653.625
Jordan Obita,Defender,3000000.0,1.9869189e+06,1013081.125
Ismael Diawara,Goalkeeper,750000.0,594841.5,155158.5
Christophe Janssens,Defender,350000.0,190381.9,159618.09375
Ben Williams,Goalkeeper,500000.0,1.7848849e+06,1284884.875
Carlinhos Junior,Attack,3000000.0,839443.2,2160556.8125
Athanasios Karagounis,Attack,1000000.0,1.3008589e+06,300858.875
Andrea Cogoni,Defender,400000.0,194803.42,205196.578125
Daniele Baselli,Midfield,10000000.0,5.431964e+06,4568036.0
Ibrahim Adel,Attack,3500000.0,672384.25,2827615.75
Selcuk Sahin,Defender,700000.0,633151.8,66848.1875
Deniz Öksüz,Goalkeeper,75000.0,208711.61,133711.609375
Kieran Gibbs,Defender,14000000.0,1.1095938e+07,2904062.0
Diogo Silva,Defender,200000.0,360296.5,160296.5
Jordan Adéoti,Midfield,2000000.0,1.7537439e+06,246256.125
Patryk Kukulski,Goalkeeper,50000.0,191148.73,141148.734375
Lemouya Goudiaby,Defender,350000.0,351432.38,1432.375
Krystof Lichtenberg,Goalkeeper,150000.0,179109.88,29109.875
Andrew Moran,Midfield,3000000.0,778407.1,2221592.875
Hayrullah Bilazer,Defender,1300000.0,968591.1,331408.875
Andreas Ntoi,Defender,5000000.0,3.2069682e+06,1793031.75
João Carlos,Attack,650000.0,1.3051111e+06,655111.125
Ahmet Sahin,Goalkeeper,500000.0,1.687225e+06,1187225.0
Carlos Kameni,Goalkeeper,10000000.0,4.898449e+06,5101551.0
Giannis Kosti,Midfield,1000000.0,1.6760071e+06,676007.125
Jessy Benet,Midfield,1500000.0,289882.75,1210117.25
Raheem Hanley,Defender,75000.0,195749.3,120749.296875
Charlie Webster,Midfield,500000.0,264901.16,235098.84375
Aleksandar Pesic,Attack,3000000.0,2.7888808e+06,211119.25
Wesley Moraes,Attack,30000000.0,2.2231754e+07,7768246.0
Garath McCleary,Attack,1500000.0,2.498785e+06,998785.0
Ionuț Larie,Defender,1200000.0,772787.9,427212.125
Bogdan Marian,Defender,100000.0,211626.06,111626.0625
John Arne Riise,Defender,15000000.0,6.782138e+06,8217862.0
Thomas Rodríguez,Attack,1200000.0,1.052666e+06,147334.0
Adi Chică-Roșă,Attack,650000.0,351584.22,298415.78125
Martin Agnarsson,Defender,150000.0,695981.1,545981.125
Lilian Brassier,Defender,12000000.0,1.0404501e+07,1595499.0
Nathan Thomas,Attack,250000.0,313026.72,63026.71875
Renato Sanches,Midfield,30000000.0,1.4058614e+07,15941386.0
Serdar Yazici,Defender,150000.0,142554.67,7445.328125
Nathan Fuakala,Defender,250000.0,246452.69,3547.3125
Abdulkadir Celik,Attack,50000.0,84462.21,34462.2109375
Antonio Espigares,Defender,500000.0,613822.2,113822.1875
Marko Nikolic,Midfield,300000.0,327586.53,27586.53125
Xander Severina,Attack,1300000.0,1.3331819e+06,33181.875
Mattia Chiesa,Goalkeeper,100000.0,102123.016,2123.015625
David Ricardo,Defender,7000000.0,796710.0,6203290.0
Elliott Frear,Midfield,350000.0,744217.6,394217.625
Piotr Grzelczak,Attack,400000.0,510954.22,110954.21875
Ashvin Balaruban,Defender,300000.0,1.1838491e+06,883849.125
Benja Domínguez,Attack,15000000.0,7.5729445e+06,7427055.5
Cole Palmer,Midfield,130000000.0,5.9079348e+07,70920652.0
Sultan Al-Essa,Defender,75000.0,236271.88,161271.875
Joey Antonioli,Midfield,100000.0,204499.14,104499.140625
Dominik Oroz,Defender,1200000.0,2.8400838e+06,1640083.75
Rubinho,Goalkeeper,6000000.0,1.5029634e+06,4497036.625
Ari Sigurpálsson,Attack,400000.0,930456.8,530456.8125
Johan Mina,Midfield,300000.0,188742.05,111257.953125
Rui Costa,Attack,800000.0,2.385126e+06,1585126.0
Roman Dixon,Defender,200000.0,569853.1,369853.125
Kirill Shchetinin,Midfield,3000000.0,2.9519752e+06,48024.75
Maicon,Defender,10000000.0,7.63791e+06,2362090.0
Federico Piovaccari,Attack,2000000.0,4.0567918e+06,2056791.75
Rachid Aït-Atmane,Midfield,1500000.0,838951.0,661049.0
Elias Sierra,Midfield,450000.0,601117.4,151117.375
Ignacio Galván,Defender,300000.0,519354.62,219354.625
Paul Wanner,Midfield,18000000.0,1.6826248e+07,1173752.0
Daniel Opare,Defender,3000000.0,2.1936755e+06,806324.5
Yeferson Soteldo,Attack,10000000.0,6.099673e+06,3900327.0
Juanma Herzog,Defender,1000000.0,1.788678e+06,788678.0
Etrit Berisha,Goalkeeper,7000000.0,6.1752185e+06,824781.5
Kingsley Michael,Midfield,1000000.0,950666.1,49333.875
Dmitriy Tarasov,Midfield,6000000.0,3.702109e+06,2297891.0
Maksim Batov,Midfield,350000.0,761922.94,411922.9375
Stylianos Vrontis,Midfield,300000.0,678085.8,378085.8125
João Vitor,Midfield,1750000.0,946845.2,803154.8125
Hans Martínez,Defender,800000.0,781010.44,18989.5625
Fábio Pala,Defender,100000.0,194483.22,94483.21875
Mostafa Maarouf,Midfield,75000.0,144635.22,69635.21875
Hazem Haj-Hassen,Attack,500000.0,288931.62,211068.375
Gustav Mortensen,Defender,1500000.0,1.4098529e+06,90147.125
Joseph Mensah,Attack,450000.0,444617.75,5382.25
Johnny de Vries,Midfield,100000.0,159585.44,59585.4375
Mousa Dembélé,Midfield,21000000.0,2.0918728e+07,81272.0
Rui Sacramento,Goalkeeper,300000.0,851412.0,551412.0
Birk Risa,Defender,1500000.0,1.1799852e+06,320014.75
Joseph Boum,Defender,1800000.0,1.138388e+06,661612.0
Toni Fuidias,Goalkeeper,300000.0,460193.22,160193.21875
Fábio Ervões,Defender,700000.0,649626.44,50373.5625
Emmanuel Dennis,Attack,17000000.0,7.704006e+06,9295994.0
Rafael,Goalkeeper,2000000.0,4.183198e+06,2183198.0
Rodrigo Alborno,Defender,800000.0,264682.47,535317.53125
Rizvan Utsiev,Defender,4000000.0,1.7089232e+06,2291076.75
Håkon Evjen,Midfield,5000000.0,9.235616e+06,4235616.0
André Alcaráz,Goalkeeper,800000.0,1.1760004e+06,376000.375
Yaroslav Gomenko,Attack,50000.0,62760.445,12760.4453125
Oleksandr Nazarenko,Attack,2500000.0,2.4059565e+06,94043.5
Giovanni Baroni,Midfield,1500000.0,414211.53,1085788.46875
Kadir Seven,Defender,600000.0,559925.8,40074.1875
Ziyad Al-Jari,Defender,225000.0,156829.84,68170.15625
Rachid Bourabia,Midfield,900000.0,1.7899766e+06,889976.625
Juan Mata,Midfield,45000000.0,2.9206596e+07,15793404.0
Tomás Sultani,Goalkeeper,100000.0,623674.06,523674.0625
Nicola Sansone,Attack,16000000.0,1.1296263e+07,4703737.0
Sinan Kurt,Attack,1000000.0,364120.38,635879.625
Érik Lira,Midfield,12000000.0,3.2109465e+06,8789053.5
Mikhail Sivakov,Defender,1400000.0,3.5116172e+06,2111617.25
Bas Dost,Attack,22000000.0,1.3471078e+07,8528922.0
Delano Vianello,Midfield,50000.0,104357.34,54357.34375
Benoît Poulain,Defender,2500000.0,2.6443348e+06,144334.75
Ali Azaizeh,Attack,200000.0,353925.3,153925.3125
Lennart Czyborra,Midfield,3500000.0,1.9424714e+06,1557528.625
Arghus,Defender,750000.0,1.4805682e+06,730568.25
Tiemoué Bakayoko,Midfield,40000000.0,7.316593e+06,32683407.0
Andrey Sorokin,Midfield,225000.0,252054.75,27054.75
Gage Guerra,Attack,200000.0,375413.8,175413.8125
Sebastian Bergier,Attack,2000000.0,325739.47,1674260.53125
Pavel Ovchinnikov,Goalkeeper,275000.0,124924.48,150075.5234375
Matheus Alves,Midfield,7000000.0,1.7427468e+06,5257253.25
Arnau Fàbrega,Goalkeeper,100000.0,162102.73,62102.734375
Mugdat Celik,Attack,800000.0,1.5012916e+06,701291.625
Pedro Soares,Attack,150000.0,325133.97,175133.96875
Eduardo,Midfield,700000.0,843968.94,143968.9375
Serhat Gülpinar,Midfield,1800000.0,1.6610084e+06,138991.625
Tyler Fredricson,Defender,3000000.0,1.45207e+06,1547930.0
Damian Szymański,Midfield,3500000.0,6.0705585e+06,2570558.5
Abass Alhassan,Midfield,75000.0,214265.89,139265.890625
Charalampos Makridis,Attack,400000.0,374930.4,25069.59375
Phil Jones,Defender,20000000.0,1.6298234e+07,3701766.0
Marion,Attack,750000.0,719884.1,30115.875
Jos Hooiveld,Defender,2000000.0,1.5886619e+06,411338.125
Jahnoah Markelo,Attack,150000.0,248916.12,98916.125
Kemar Roofe,Attack,6500000.0,4.199795e+06,2300205.0
Vasco Sousa,Midfield,5000000.0,1.3259165e+06,3674083.5
Alan Ruiz,Midfield,7000000.0,2.8582372e+06,4141762.75
Leon Goretzka,Midfield,70000000.0,6.1572984e+07,8427016.0
Gevaro Nepomuceno,Attack,600000.0,543854.56,56145.4375
Matteo Tobaldo,Attack,125000.0,168447.08,43447.078125
Sergio Molina,Midfield,250000.0,903305.0,653305.0
Marc Vucinovic,Missing,450000.0,410845.06,39154.9375
Luciano D'Auria-Henry,Defender,150000.0,243525.2,93525.203125
Adam Daghim,Attack,7500000.0,1.5417766e+07,7917766.0
Fábio Bilica,Defender,4500000.0,2.6561178e+06,1843882.25
Héctor Rodas,Defender,1000000.0,1.8754716e+06,875471.625
Kamarai Swyer,Midfield,250000.0,177734.17,72265.828125
Conor Hourihane,Midfield,7500000.0,4.3754955e+06,3124504.5
Jhon Meléndez,Attack,600000.0,439586.16,160413.84375
Cauly,Midfield,6000000.0,3.494456e+06,2505544.0
Paulo Lopes,Goalkeeper,1200000.0,2.3400758e+06,1140075.75
Benjamin Vérité,Defender,100000.0,183350.2,83350.203125
Milan Lazarevic,Defender,900000.0,1.0674591e+06,167459.125
Doron Leidner,Defender,1500000.0,969203.75,530796.25
AJ Marcucci,Goalkeeper,250000.0,322211.4,72211.40625
Yahcuroo Roemer,Attack,325000.0,490362.6,165362.59375
Mohamed Dräger,Defender,2500000.0,2.4260505e+06,73949.5
Sidney Friede,Midfield,700000.0,1.2004776e+06,500477.625
Max Wolfs,Goalkeeper,25000.0,95954.85,70954.8515625
Arne Van Den Eynde,Midfield,50000.0,238339.69,188339.6875
Lassina Touré,Defender,50000.0,310683.16,260683.15625
Andrey Ivanov,Defender,400000.0,171333.73,228666.265625
Howell Mena,Defender,450000.0,477243.28,27243.28125
Heron,Defender,650000.0,439358.6,210641.40625
Sezer Özmen,Defender,1500000.0,651997.4,848002.625
Giuseppe Pezzella,Defender,6000000.0,5.4799635e+06,520036.5
Berkay Aslan,Attack,400000.0,148950.78,251049.21875
Ivan De Santis,Defender,400000.0,299888.94,100111.0625
Salem M'Bakata,Defender,700000.0,1.4002908e+06,700290.75
Oleksandr Savoshko,Defender,100000.0,133400.02,33400.015625
Federico Mattiello,Defender,3000000.0,1.0568495e+06,1943150.5
Bogdan Orynchak,Attack,300000.0,170026.83,129973.171875
Sivert Heltne Nilsen,Midfield,900000.0,1.0575765e+06,157576.5
Hamadi Al Ghaddioui,Attack,850000.0,806466.6,43533.375
Konstantin Zyryanov,Midfield,8800000.0,6.6052585e+06,2194741.5
Joey Koorevaar,Goalkeeper,25000.0,85592.99,60592.9921875
Edvin Austbø,Attack,7000000.0,802396.06,6197603.9375
Majed Al-Ghamdi,Goalkeeper,50000.0,97498.47,47498.46875
Nikolai Laursen,Attack,900000.0,2.64286e+06,1742860.0
Änis Ben-Hatira,Midfield,3000000.0,1.149257e+06,1850743.0
Otso Liimatta,Midfield,1000000.0,806603.56,193396.4375
Cláudio Silva,Defender,550000.0,397015.9,152984.09375
Mohamadou Sissoko,Defender,400000.0,792838.4,392838.375
Jay Barnett,Midfield,350000.0,332211.66,17788.34375
Min-seo Moon,Midfield,250000.0,270319.44,20319.4375
Vasilios Soulis,Goalkeeper,250000.0,223774.05,26225.953125
Nadir Ciftci,Attack,1200000.0,2.5197982e+06,1319798.25
Mitchell Langerak,Goalkeeper,2500000.0,1.396823e+06,1103177.0
Lion Lauberbach,Attack,1700000.0,1.2207275e+06,479272.5
Michael Ndiweni,Attack,200000.0,225632.83,25632.828125
Daniele Dessena,Midfield,4000000.0,2.3192515e+06,1680748.5
Jairo Torres,Attack,5000000.0,1.5749014e+06,3425098.625
Jon Routledge,Midfield,200000.0,315593.47,115593.46875
Bruno Fernandes,Midfield,90000000.0,9.710265e+07,7102648.0
Mattia Vitale,Midfield,700000.0,555156.9,144843.125
Emil Højlund,Attack,300000.0,134952.3,165047.703125
Pica,Defender,300000.0,884930.0,584930.0
Gianluca Ferrari,Defender,2500000.0,617416.44,1882583.5625
Massimo Tazzer,Defender,150000.0,217531.38,67531.375
James Dayton,Midfield,350000.0,565707.56,215707.5625
Dayann Methalie,Defender,12000000.0,3.9425172e+06,8057482.75
Sinan Karweina,Attack,1700000.0,405481.2,1294518.8125
Sota Kitano,Midfield,4500000.0,4.203914e+06,296086.0
Zakarie Labidi,Midfield,300000.0,253081.58,46918.421875
Nelson Okeke,Midfield,500000.0,241498.53,258501.46875
Yuta Arai,Midfield,350000.0,203331.73,146668.265625
Luca Kjerrumgaard,Attack,550000.0,290974.03,259025.96875
Grégory Bourillon,Defender,3500000.0,2.6243495e+06,875650.5
Rodion Plaksa,Midfield,300000.0,389207.34,89207.34375
Alessandro Longhi,Defender,1800000.0,2.8306442e+06,1030644.25
Semih Kılıçsoy,Attack,15000000.0,1.4616945e+07,383055.0
Martín Rea,Defender,800000.0,539420.56,260579.4375
Aleksander Paluszek,Defender,700000.0,774620.0,74620.0
Oscar Olivier,Defender,500000.0,105326.6,394673.3984375
Leon McCann,Defender,100000.0,364233.6,264233.59375
Shuto Tanabe,Defender,250000.0,394402.56,144402.5625
Yuriy Vakulko,Midfield,800000.0,860468.6,60468.625
Simón Rivero,Midfield,800000.0,617587.2,182412.8125
Máximo Perrone,Midfield,30000000.0,1.1651133e+07,18348867.0
Tani Oluwaseyi,Attack,8000000.0,6.775563e+06,1224437.0
Josip Misic,Midfield,3500000.0,8.060604e+06,4560604.0
Nolan Roux,Attack,7000000.0,9.06898e+06,2068980.0
Alessandro Pio Riccio,Defender,700000.0,201007.69,498992.3125
Johny Placide,Goalkeeper,1800000.0,1.1353142e+06,664685.75
Nikolaos Kousiadis,Goalkeeper,150000.0,65024.812,84975.1875
Djordje Denic,Midfield,700000.0,903394.6,203394.625
Mikel Rodriguez,Midfield,500000.0,301157.44,198842.5625
Dairon Valencia,Attack,350000.0,245164.08,104835.921875
Ángel Torres,Attack,800000.0,603680.75,196319.25
Valeriy Bocherov,Midfield,700000.0,692741.6,7258.375
Manolo Gabbiadini,Attack,18000000.0,1.1448838e+07,6551162.0
Saîf-Eddine Khaoui,Midfield,5000000.0,3.1846618e+06,1815338.25
Sloan Privat,Attack,2500000.0,2.7774912e+06,277491.25
Yuta Higuchi,Midfield,1500000.0,361982.03,1138017.96875
Semih Sentürk,Attack,7500000.0,4.1187245e+06,3381275.5
Xaver Schlager,Midfield,28000000.0,1.7432306e+07,10567694.0
Gloire Rutikanga,Midfield,50000.0,111228.234,61228.234375
Tosin Adarabioyo,Defender,20000000.0,1.5048525e+07,4951475.0
Eric Warden,Attack,250000.0,366125.0,116125.0
Lubomir Belko,Goalkeeper,2000000.0,1.1399795e+06,860020.5
Daniel Bragança,Midfield,14000000.0,1.6042493e+07,2042493.0
Isaac Hayden,Midfield,10000000.0,9.040104e+06,959896.0
Romain Hamouma,Attack,7000000.0,9.36929e+06,2369290.0
Manuel Ángel,Midfield,5000000.0,3.3656208e+06,1634379.25
Morten Bertolt,Midfield,850000.0,716719.3,133280.6875
Steven Bergwijn,Attack,35000000.0,5.2738944e+07,17738944.0
Javier Garrido,Defender,4500000.0,2.606262e+06,1893738.0
Felix Horn Myhre,Midfield,4000000.0,1.7046164e+06,2295383.625
Mycael,Goalkeeper,4000000.0,534512.7,3465487.3125
Levent Aycicek,Attack,1000000.0,1.3029249e+06,302924.875
James Penrice,Defender,2500000.0,3.1834742e+06,683474.25
Pedro Henrique,Attack,1500000.0,1.9652581e+06,465258.125
Oguzhan Kayar,Midfield,1000000.0,128160.86,871839.140625
Edoardo Stanghellini,Defender,50000.0,243164.11,193164.109375
Joel Kalonji-Kalonji,Attack,25000.0,124436.016,99436.015625
Sébastien Dewaest,Defender,5000000.0,3.1257792e+06,1874220.75
Ezequiel Naya,Attack,400000.0,443983.44,43983.4375
Kürsat Babamoglu,Midfield,10000.0,226098.31,216098.3125
Ewerton,Defender,5500000.0,5.5590935e+06,59093.5
Oguchi Onyewu,Defender,7000000.0,3.0742855e+06,3925714.5
Robert Acquafresca,Attack,10000000.0,3.0631645e+06,6936835.5
Oliver Fobassam,Defender,300000.0,280523.53,19476.46875
Philip Aukland,Defender,400000.0,305759.1,94240.90625
Sébastien Atlan,Defender,150000.0,952811.8,802811.8125
Yassir Salah Rahmouni,Midfield,600000.0,1.1175561e+06,517556.125
Ehije Ukaki,Attack,700000.0,415312.34,284687.65625
Seydou Doumbia,Attack,25000000.0,1.2110225e+07,12889775.0
Kelven Frees,Defender,300000.0,531898.5,231898.5
Diogo Pinto,Midfield,500000.0,1.1163259e+06,616325.875
Mason Mount,Midfield,75000000.0,1.02541864e+08,27541864.0
Selim Teber,Midfield,2500000.0,1.9725472e+06,527452.75
Iker Muñoz,Midfield,5000000.0,4.509359e+06,490641.0
Sef Van Damme,Goalkeeper,50000.0,67178.266,17178.265625
Fredy Montero,Attack,11000000.0,1.2828426e+07,1828426.0
João Pedro,Defender,600000.0,1.0311259e+06,431125.875
Hicham Boudaoui,Midfield,15000000.0,2.1871768e+07,6871768.0
Riku Riski,Attack,1000000.0,552203.6,447796.375
Wágner,Attack,700000.0,1.7582488e+06,1058248.75
Mads Pedersen,Defender,3500000.0,4.3541625e+06,854162.5
Ali Turap Bülbül,Defender,250000.0,352116.06,102116.0625
Dimitrios Anastasopoulos,Midfield,350000.0,452705.28,102705.28125
Gabriel Peñalba,Midfield,2600000.0,1.7013146e+06,898685.375
Aleksandr Guboglo,Defender,500000.0,383652.6,116347.40625
Jonathan Harboe,Midfield,100000.0,173436.06,73436.0625
Emil Ousager,Goalkeeper,200000.0,567363.56,367363.5625
Brandon Khela,Midfield,200000.0,158123.95,41876.046875
Miguel Bianconi,Attack,350000.0,603198.5,253198.5
Min-kyu Joo,Attack,900000.0,1.0095777e+06,109577.6875
Vladyslav Shynkarenko,Midfield,50000.0,54111.11,4111.109375
Ryuta Koike,Defender,1250000.0,1.3070094e+06,57009.375
Razvan Cocis,Midfield,3000000.0,1.6015052e+06,1398494.75
Ousmane Touré,Defender,500000.0,1.907633e+06,1407633.0
Tahsin Hacimustafaoglu,Attack,50000.0,106683.484,56683.484375
Kevin Silva,Goalkeeper,100000.0,85249.13,14750.8671875
